image_path,class,file_name
data\raw\Virus\IMG_0489.JPG,Virus,IMG_0489.JPG
data\raw\Fungi\IMG_9428.JPG,Fungi,IMG_9428.JPG
data\raw\Early_blight\cc716d92-3d2e-4cce-bc77-bb4c8155b88c___RS_Early.B 8288.JPG,Early_blight,cc716d92-3d2e-4cce-bc77-bb4c8155b88c___RS_Early.B 8288.JPG
data\raw\Early_blight\9125d133-5b86-4363-8fbe-79c813ac8795___RS_Early.B 6748.JPG,Early_blight,9125d133-5b86-4363-8fbe-79c813ac8795___RS_Early.B 6748.JPG
data\raw\Healthy\875d6ded-5f01-495c-a945-ad2e17f87f91___RS_HL 1848.JPG,Healthy,875d6ded-5f01-495c-a945-ad2e17f87f91___RS_HL 1848.JPG
data\raw\Phytopthora\IMG_0256 - Copy.JPG,Phytopthora,IMG_0256 - Copy.JPG
data\raw\Late_blight\2846161c-9ac0-4ef3-b563-aee344dac80d___RS_LB 4851.JPG,Late_blight,2846161c-9ac0-4ef3-b563-aee344dac80d___RS_LB 4851.JPG
data\raw\Early_blight\945f4d4b-5e0a-4cc0-8b7c-d82854730b9d___RS_Early.B 7836.JPG,Early_blight,945f4d4b-5e0a-4cc0-8b7c-d82854730b9d___RS_Early.B 7836.JPG
data\raw\Fungi\1692336758861.jpg,Fungi,1692336758861.jpg
data\raw\Late_blight\3d544e81-b7f3-4853-bb65-c78b125d1a6a___RS_LB 3238.JPG,Late_blight,3d544e81-b7f3-4853-bb65-c78b125d1a6a___RS_LB 3238.JPG
data\raw\Fungi\IMG_0121.JPG,Fungi,IMG_0121.JPG
data\raw\Bacteria\1692333631862.jpg,Bacteria,1692333631862.jpg
data\raw\Early_blight\d9293730-8ba7-4f41-936a-eb129bde096b___RS_Early.B 8102.JPG,Early_blight,d9293730-8ba7-4f41-936a-eb129bde096b___RS_Early.B 8102.JPG
data\raw\Early_blight\66a98640-59d3-4c9b-9853-773c78ac6375___RS_Early.B 6784.JPG,Early_blight,66a98640-59d3-4c9b-9853-773c78ac6375___RS_Early.B 6784.JPG
data\raw\Early_blight\12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG,Early_blight,12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG
data\raw\Bacteria\20230816_134552.jpg,Bacteria,20230816_134552.jpg
data\raw\Early_blight\c2cc82b8-9f74-4e40-9792-c121a89a84c0___RS_Early.B 8524.JPG,Early_blight,c2cc82b8-9f74-4e40-9792-c121a89a84c0___RS_Early.B 8524.JPG
data\raw\Phytopthora\20230802_105945.jpg,Phytopthora,20230802_105945.jpg
data\raw\Fungi\IMG_0872.JPG,Fungi,IMG_0872.JPG
data\raw\Late_blight\d7ef98cc-2d20-42ef-983a-5e45805a8ee6___RS_LB 3841.JPG,Late_blight,d7ef98cc-2d20-42ef-983a-5e45805a8ee6___RS_LB 3841.JPG
data\raw\Fungi\20230802_105824.jpg,Fungi,20230802_105824.jpg
data\raw\Pest\20230922_163445.jpg,Pest,20230922_163445.jpg
data\raw\Fungi\1692334247452.jpg,Fungi,1692334247452.jpg
data\raw\Late_blight\bf6ce80d-ca31-4d72-b56a-dbd6e6f2847a___RS_LB 4022.JPG,Late_blight,bf6ce80d-ca31-4d72-b56a-dbd6e6f2847a___RS_LB 4022.JPG
data\raw\Early_blight\f3ad73cc-2e88-4157-97ea-d57d87c5760c___RS_Early.B 6687.JPG,Early_blight,f3ad73cc-2e88-4157-97ea-d57d87c5760c___RS_Early.B 6687.JPG
data\raw\Fungi\IMG_20230816_121600.jpg,Fungi,IMG_20230816_121600.jpg
data\raw\Fungi\IMG_8102.JPG,Fungi,IMG_8102.JPG
data\raw\Bacteria\20230816_140735.jpg,Bacteria,20230816_140735.jpg
data\raw\Pest\IMG_9413.JPG,Pest,IMG_9413.JPG
data\raw\Fungi\20230802_105613.jpg,Fungi,20230802_105613.jpg
data\raw\Early_blight\1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG,Early_blight,1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG
data\raw\Pest\20230922_163506.jpg,Pest,20230922_163506.jpg
data\raw\Late_blight\c970a188-e4e6-43cd-aff7-d0ac40d378dc___RS_LB 4834.JPG,Late_blight,c970a188-e4e6-43cd-aff7-d0ac40d378dc___RS_LB 4834.JPG
data\raw\Bacteria\20230816_135559.jpg,Bacteria,20230816_135559.jpg
data\raw\Late_blight\025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,Late_blight,025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG
data\raw\Early_blight\cff1ed1b-51ec-4d44-ab1f-7a3dc1ec9ea9___RS_Early.B 7100.JPG,Early_blight,cff1ed1b-51ec-4d44-ab1f-7a3dc1ec9ea9___RS_Early.B 7100.JPG
data\raw\Pest\IMG_0214.JPG,Pest,IMG_0214.JPG
data\raw\Fungi\20230815_115114.jpg,Fungi,20230815_115114.jpg
data\raw\Phytopthora\20230802_123819.jpg,Phytopthora,20230802_123819.jpg
data\raw\Fungi\IMG_20230815_152008~2.jpg,Fungi,IMG_20230815_152008~2.jpg
data\raw\Virus\20230816_113724.jpg,Virus,20230816_113724.jpg
data\raw\Healthy\20230922_154220.jpg,Healthy,20230922_154220.jpg
data\raw\Healthy\IMG_1253.JPG,Healthy,IMG_1253.JPG
data\raw\Late_blight\36f84bc9-df52-44b6-b420-29c3881dea1e___RS_LB 4485.JPG,Late_blight,36f84bc9-df52-44b6-b420-29c3881dea1e___RS_LB 4485.JPG
data\raw\Fungi\1692334247523.jpg,Fungi,1692334247523.jpg
data\raw\Bacteria\20230816_135444.jpg,Bacteria,20230816_135444.jpg
data\raw\Fungi\IMG_20230816_114402.jpg,Fungi,IMG_20230816_114402.jpg
data\raw\Late_blight\75fd327f-c30c-4b73-b7a1-fd11aab8206e___RS_LB 2508.JPG,Late_blight,75fd327f-c30c-4b73-b7a1-fd11aab8206e___RS_LB 2508.JPG
data\raw\Fungi\IMG_0814.JPG,Fungi,IMG_0814.JPG
data\raw\Virus\20230815_150516.jpg,Virus,20230815_150516.jpg
data\raw\Virus\20230712_133220.jpg,Virus,20230712_133220.jpg
data\raw\Pest\IMG_20230816_081552.jpg,Pest,IMG_20230816_081552.jpg
data\raw\Late_blight\96879d98-11ca-40c7-9708-9ca8f235f407___RS_LB 2739.JPG,Late_blight,96879d98-11ca-40c7-9708-9ca8f235f407___RS_LB 2739.JPG
data\raw\Early_blight\fbc7567e-ce08-4ad0-b8fe-ffd98296ce02___RS_Early.B 8607.JPG,Early_blight,fbc7567e-ce08-4ad0-b8fe-ffd98296ce02___RS_Early.B 8607.JPG
data\raw\Nematode\IMG_20230815_114900.jpg,Nematode,IMG_20230815_114900.jpg
data\raw\Fungi\IMG_0744.JPG,Fungi,IMG_0744.JPG
data\raw\Fungi\IMG_9406.JPG,Fungi,IMG_9406.JPG
data\raw\Fungi\20230712_154837.jpg,Fungi,20230712_154837.jpg
data\raw\Pest\IMG_20230816_134609.jpg,Pest,IMG_20230816_134609.jpg
data\raw\Pest\20230922_163845.jpg,Pest,20230922_163845.jpg
data\raw\Fungi\IMG_0852.JPG,Fungi,IMG_0852.JPG
data\raw\Virus\IMG_0620.JPG,Virus,IMG_0620.JPG
data\raw\Bacteria\20230816_141511.jpg,Bacteria,20230816_141511.jpg
data\raw\Late_blight\9032d569-294e-4b8b-a70f-ecff949e43e2___RS_LB 3998.JPG,Late_blight,9032d569-294e-4b8b-a70f-ecff949e43e2___RS_LB 3998.JPG
data\raw\Healthy\20230816_121149.jpg,Healthy,20230816_121149.jpg
data\raw\Late_blight\fb13e4c8-17e4-48a9-899b-dfc7f302196c___RS_LB 4374.JPG,Late_blight,fb13e4c8-17e4-48a9-899b-dfc7f302196c___RS_LB 4374.JPG
data\raw\Nematode\IMG_8330.JPG,Nematode,IMG_8330.JPG
data\raw\Late_blight\6f2f2f80-80f5-4f0b-86f6-a0d9b0fa4cbc___RS_LB 4034.JPG,Late_blight,6f2f2f80-80f5-4f0b-86f6-a0d9b0fa4cbc___RS_LB 4034.JPG
data\raw\Late_blight\782bc9dd-286b-46ee-b896-fa5520f57b0c___RS_LB 4408.JPG,Late_blight,782bc9dd-286b-46ee-b896-fa5520f57b0c___RS_LB 4408.JPG
data\raw\Nematode\20230816_084203.jpg,Nematode,20230816_084203.jpg
data\raw\Early_blight\d0719ccc-a4c3-406e-bf73-94115fefde12___RS_Early.B 8569.JPG,Early_blight,d0719ccc-a4c3-406e-bf73-94115fefde12___RS_Early.B 8569.JPG
data\raw\Early_blight\fd59ab68-681f-4aca-ae95-6f73bf8caad7___RS_Early.B 7118.JPG,Early_blight,fd59ab68-681f-4aca-ae95-6f73bf8caad7___RS_Early.B 7118.JPG
data\raw\Phytopthora\20230802_123415.jpg,Phytopthora,20230802_123415.jpg
data\raw\Virus\IMG_0312.JPG,Virus,IMG_0312.JPG
data\raw\Virus\20230816_112938.jpg,Virus,20230816_112938.jpg
data\raw\Early_blight\04fd2a46-ddd4-4b0b-8f19-5ecca482a7d5___RS_Early.B 7273.JPG,Early_blight,04fd2a46-ddd4-4b0b-8f19-5ecca482a7d5___RS_Early.B 7273.JPG
data\raw\Late_blight\ebd47dca-590b-43c4-812d-32f95b776690___RS_LB 3834.JPG,Late_blight,ebd47dca-590b-43c4-812d-32f95b776690___RS_LB 3834.JPG
data\raw\Pest\IMG_8348.JPG,Pest,IMG_8348.JPG
data\raw\Fungi\IMG_0294.JPG,Fungi,IMG_0294.JPG
data\raw\Late_blight\939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG,Late_blight,939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG
data\raw\Pest\1692336758380.jpg,Pest,1692336758380.jpg
data\raw\Phytopthora\IMG_0392.JPG,Phytopthora,IMG_0392.JPG
data\raw\Late_blight\1e69b122-3920-4c4a-bfff-a18f3d6c3f89___RS_LB 4766.JPG,Late_blight,1e69b122-3920-4c4a-bfff-a18f3d6c3f89___RS_LB 4766.JPG
data\raw\Early_blight\8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG,Early_blight,8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG
data\raw\Pest\20230802_115655.jpg,Pest,20230802_115655.jpg
data\raw\Pest\20230922_163509.jpg,Pest,20230922_163509.jpg
data\raw\Pest\IMG_0220.JPG,Pest,IMG_0220.JPG
data\raw\Early_blight\29386668-721c-4359-99a6-734f1a4b096b___RS_Early.B 8362.JPG,Early_blight,29386668-721c-4359-99a6-734f1a4b096b___RS_Early.B 8362.JPG
data\raw\Pest\20230712_114727.jpg,Pest,20230712_114727.jpg
data\raw\Early_blight\54a0c5b4-7df1-46c8-95f7-85ffb6a47939___RS_Early.B 8174.JPG,Early_blight,54a0c5b4-7df1-46c8-95f7-85ffb6a47939___RS_Early.B 8174.JPG
data\raw\Early_blight\40d1ccba-b047-4f89-b469-af79bc233524___RS_Early.B 7006.JPG,Early_blight,40d1ccba-b047-4f89-b469-af79bc233524___RS_Early.B 7006.JPG
data\raw\Bacteria\20230815_120051.jpg,Bacteria,20230815_120051.jpg
data\raw\Early_blight\2c0e712a-fb21-44b6-bbe1-7c67cec7b965___RS_Early.B 7084.JPG,Early_blight,2c0e712a-fb21-44b6-bbe1-7c67cec7b965___RS_Early.B 7084.JPG
data\raw\Virus\20230816_120852.jpg,Virus,20230816_120852.jpg
data\raw\Bacteria\20230816_140750.jpg,Bacteria,20230816_140750.jpg
data\raw\Early_blight\211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B 6927.JPG,Early_blight,211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B 6927.JPG
data\raw\Virus\IMG_0218.JPG,Virus,IMG_0218.JPG
data\raw\Late_blight\ce38cb15-70c8-4203-adbb-db648eb87554___RS_LB 4107.JPG,Late_blight,ce38cb15-70c8-4203-adbb-db648eb87554___RS_LB 4107.JPG
data\raw\Bacteria\IMG_0367.JPG,Bacteria,IMG_0367.JPG
data\raw\Early_blight\0e6b9e09-2bcd-41e0-b001-b80a33a8a78b___RS_Early.B 8694.JPG,Early_blight,0e6b9e09-2bcd-41e0-b001-b80a33a8a78b___RS_Early.B 8694.JPG
data\raw\Fungi\IMG_9364.JPG,Fungi,IMG_9364.JPG
data\raw\Late_blight\9c230647-02da-4948-9c52-dfc87bb1d34a___RS_LB 4593.JPG,Late_blight,9c230647-02da-4948-9c52-dfc87bb1d34a___RS_LB 4593.JPG
data\raw\Bacteria\20230816_143305.jpg,Bacteria,20230816_143305.jpg
data\raw\Pest\20230802_115351.jpg,Pest,20230802_115351.jpg
data\raw\Late_blight\58f100f0-490b-4868-95d1-5883fc3432d3___RS_LB 3302.JPG,Late_blight,58f100f0-490b-4868-95d1-5883fc3432d3___RS_LB 3302.JPG
data\raw\Fungi\1692333632410.jpg,Fungi,1692333632410.jpg
data\raw\Fungi\1692338650322.jpg,Fungi,1692338650322.jpg
data\raw\Early_blight\99fedd87-d173-4b2f-8bb1-26465641af4d___RS_Early.B 7372.JPG,Early_blight,99fedd87-d173-4b2f-8bb1-26465641af4d___RS_Early.B 7372.JPG
data\raw\Early_blight\34d7e068-10e6-4ea0-8547-c90937fccbbc___RS_Early.B 8198.JPG,Early_blight,34d7e068-10e6-4ea0-8547-c90937fccbbc___RS_Early.B 8198.JPG
data\raw\Fungi\20230802_110505.jpg,Fungi,20230802_110505.jpg
data\raw\Late_blight\cd38f533-9b7d-4afd-bbd9-9ee5ab2aa3e8___RS_LB 2680.JPG,Late_blight,cd38f533-9b7d-4afd-bbd9-9ee5ab2aa3e8___RS_LB 2680.JPG
data\raw\Fungi\IMG_4798.JPG,Fungi,IMG_4798.JPG
data\raw\Pest\IMG_20230816_140757~2.jpg,Pest,IMG_20230816_140757~2.jpg
data\raw\Virus\20230816_115110.jpg,Virus,20230816_115110.jpg
data\raw\Early_blight\d063f825-aa36-4cfd-a227-4c3f30760aa2___RS_Early.B 8307.JPG,Early_blight,d063f825-aa36-4cfd-a227-4c3f30760aa2___RS_Early.B 8307.JPG
data\raw\Late_blight\22b19227-ae7e-495e-9fe0-d286fbcf9412___RS_LB 3996.JPG,Late_blight,22b19227-ae7e-495e-9fe0-d286fbcf9412___RS_LB 3996.JPG
data\raw\Healthy\683b04ad-7941-4819-9965-ba32c725eb22___RS_HL 1861.JPG,Healthy,683b04ad-7941-4819-9965-ba32c725eb22___RS_HL 1861.JPG
data\raw\Bacteria\20230815_114705.jpg,Bacteria,20230815_114705.jpg
data\raw\Late_blight\80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG,Late_blight,80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG
data\raw\Late_blight\9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG,Late_blight,9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG
data\raw\Pest\1692338650304.jpg,Pest,1692338650304.jpg
data\raw\Fungi\IMG_20230816_122932~2.jpg,Fungi,IMG_20230816_122932~2.jpg
data\raw\Late_blight\09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Late_blight,09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG
data\raw\Late_blight\b89a9e11-b184-4b4d-bc56-5f27a2626982___RS_LB 2512.JPG,Late_blight,b89a9e11-b184-4b4d-bc56-5f27a2626982___RS_LB 2512.JPG
data\raw\Early_blight\268bb1c3-a714-46af-b6a5-bea66496158c___RS_Early.B 8678.JPG,Early_blight,268bb1c3-a714-46af-b6a5-bea66496158c___RS_Early.B 8678.JPG
data\raw\Fungi\IMG_20230816_114425.jpg,Fungi,IMG_20230816_114425.jpg
data\raw\Healthy\20230712_123935.jpg,Healthy,20230712_123935.jpg
data\raw\Phytopthora\IMG_4712.JPG,Phytopthora,IMG_4712.JPG
data\raw\Early_blight\37957a08-5b06-49f7-9973-29f167dd95b8___RS_Early.B 8758.JPG,Early_blight,37957a08-5b06-49f7-9973-29f167dd95b8___RS_Early.B 8758.JPG
data\raw\Early_blight\5748b34e-9143-4540-b4f0-37b8f7dd9e96___RS_Early.B 7198.JPG,Early_blight,5748b34e-9143-4540-b4f0-37b8f7dd9e96___RS_Early.B 7198.JPG
data\raw\Bacteria\20230815_114456.jpg,Bacteria,20230815_114456.jpg
data\raw\Virus\20230815_120547.jpg,Virus,20230815_120547.jpg
data\raw\Virus\IMG_0604.JPG,Virus,IMG_0604.JPG
data\raw\Late_blight\f528b00d-99a6-41db-8d96-9eed58b519c1___RS_LB 4544.JPG,Late_blight,f528b00d-99a6-41db-8d96-9eed58b519c1___RS_LB 4544.JPG
data\raw\Fungi\IMG_0129.JPG,Fungi,IMG_0129.JPG
data\raw\Late_blight\21d8b66f-1ea5-48ad-92e2-9f708a969b7f___RS_LB 4097.JPG,Late_blight,21d8b66f-1ea5-48ad-92e2-9f708a969b7f___RS_LB 4097.JPG
data\raw\Virus\IMG_20230815_112603~2.jpg,Virus,IMG_20230815_112603~2.jpg
data\raw\Early_blight\0ddd62cd-a999-4d58-a8f1-506e1004a595___RS_Early.B 8041.JPG,Early_blight,0ddd62cd-a999-4d58-a8f1-506e1004a595___RS_Early.B 8041.JPG
data\raw\Early_blight\edc5f476-dd30-4fab-a8a1-71faf6210420___RS_Early.B 7315.JPG,Early_blight,edc5f476-dd30-4fab-a8a1-71faf6210420___RS_Early.B 7315.JPG
data\raw\Pest\20230712_114434.jpg,Pest,20230712_114434.jpg
data\raw\Late_blight\7260ba74-3187-4a62-8962-cbea92def2f2___RS_LB 4769.JPG,Late_blight,7260ba74-3187-4a62-8962-cbea92def2f2___RS_LB 4769.JPG
data\raw\Fungi\20230815_113236.jpg,Fungi,20230815_113236.jpg
data\raw\Early_blight\6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B 8380.JPG,Early_blight,6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B 8380.JPG
data\raw\Pest\IMG_20230816_140040~2.jpg,Pest,IMG_20230816_140040~2.jpg
data\raw\Early_blight\a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403.JPG,Early_blight,a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403.JPG
data\raw\Phytopthora\IMG_0330.JPG,Phytopthora,IMG_0330.JPG
data\raw\Fungi\IMG_20230815_120732~2.jpg,Fungi,IMG_20230815_120732~2.jpg
data\raw\Bacteria\IMG_1177.JPG,Bacteria,IMG_1177.JPG
data\raw\Early_blight\b7712e86-f508-4485-8a42-5dd447f3b510___RS_Early.B 7103.JPG,Early_blight,b7712e86-f508-4485-8a42-5dd447f3b510___RS_Early.B 7103.JPG
data\raw\Early_blight\b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG,Early_blight,b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG
data\raw\Early_blight\6cd8e267-d5ae-4baa-a872-4c0fc5a37d67___RS_Early.B 8184.JPG,Early_blight,6cd8e267-d5ae-4baa-a872-4c0fc5a37d67___RS_Early.B 8184.JPG
data\raw\Virus\IMG_0787.JPG,Virus,IMG_0787.JPG
data\raw\Early_blight\34f44be4-9dc5-460b-896d-cd6593166fe7___RS_Early.B 8175.JPG,Early_blight,34f44be4-9dc5-460b-896d-cd6593166fe7___RS_Early.B 8175.JPG
data\raw\Early_blight\0c5b14d9-8b1c-4c39-bb23-1835b5760caa___RS_Early.B 7937.JPG,Early_blight,0c5b14d9-8b1c-4c39-bb23-1835b5760caa___RS_Early.B 7937.JPG
data\raw\Late_blight\aa246de3-c183-4133-b4a9-2eba3fe3ae56___RS_LB 2951.JPG,Late_blight,aa246de3-c183-4133-b4a9-2eba3fe3ae56___RS_LB 2951.JPG
data\raw\Bacteria\20230816_140041.jpg,Bacteria,20230816_140041.jpg
data\raw\Late_blight\e4d454e4-c1e4-4597-8e76-77a93465b41d___RS_LB 2868.JPG,Late_blight,e4d454e4-c1e4-4597-8e76-77a93465b41d___RS_LB 2868.JPG
data\raw\Pest\IMG_4765.JPG,Pest,IMG_4765.JPG
data\raw\Early_blight\b8578828-0e34-4511-9739-9ef0170774b2___RS_Early.B 7416.JPG,Early_blight,b8578828-0e34-4511-9739-9ef0170774b2___RS_Early.B 7416.JPG
data\raw\Late_blight\d71490c0-7315-4301-b9cd-19de9357a2f7___RS_LB 3203.JPG,Late_blight,d71490c0-7315-4301-b9cd-19de9357a2f7___RS_LB 3203.JPG
data\raw\Virus\IMG_0622.JPG,Virus,IMG_0622.JPG
data\raw\Bacteria\IMG_1157.JPG,Bacteria,IMG_1157.JPG
data\raw\Bacteria\IMG_0907.JPG,Bacteria,IMG_0907.JPG
data\raw\Healthy\8b2ce6b6-f00a-4f25-ac6d-4249dd7dc5f6___RS_HL 1890.JPG,Healthy,8b2ce6b6-f00a-4f25-ac6d-4249dd7dc5f6___RS_HL 1890.JPG
data\raw\Early_blight\8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG,Early_blight,8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG
data\raw\Pest\IMG_20230816_134324~2.jpg,Pest,IMG_20230816_134324~2.jpg
data\raw\Late_blight\4d56ef9d-bc69-489c-92de-d2fad01d762d___RS_LB 3890.JPG,Late_blight,4d56ef9d-bc69-489c-92de-d2fad01d762d___RS_LB 3890.JPG
data\raw\Early_blight\c9296b35-7b8b-4ac2-99db-07c426ec774b___RS_Early.B 6832.JPG,Early_blight,c9296b35-7b8b-4ac2-99db-07c426ec774b___RS_Early.B 6832.JPG
data\raw\Fungi\IMG_9444.JPG,Fungi,IMG_9444.JPG
data\raw\Early_blight\b05850b8-bfb9-487d-b0ba-8f406eba933e___RS_Early.B 6936.JPG,Early_blight,b05850b8-bfb9-487d-b0ba-8f406eba933e___RS_Early.B 6936.JPG
data\raw\Fungi\IMG_9384.JPG,Fungi,IMG_9384.JPG
data\raw\Late_blight\1757f48b-435b-4c4a-9de6-47b959ed1e67___RS_LB 5295.JPG,Late_blight,1757f48b-435b-4c4a-9de6-47b959ed1e67___RS_LB 5295.JPG
data\raw\Fungi\20230712_122215.jpg,Fungi,20230712_122215.jpg
data\raw\Late_blight\5e92b00d-92ed-4de5-b3f7-0d14a076cf02___RS_LB 4004.JPG,Late_blight,5e92b00d-92ed-4de5-b3f7-0d14a076cf02___RS_LB 4004.JPG
data\raw\Bacteria\IMG_0905.JPG,Bacteria,IMG_0905.JPG
data\raw\Fungi\IMG_20230816_121356.jpg,Fungi,IMG_20230816_121356.jpg
data\raw\Early_blight\73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG,Early_blight,73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG
data\raw\Bacteria\20230816_142552.jpg,Bacteria,20230816_142552.jpg
data\raw\Virus\20230802_115620.jpg,Virus,20230802_115620.jpg
data\raw\Fungi\20230802_110922671.jpg,Fungi,20230802_110922671.jpg
data\raw\Healthy\1692336758935.jpg,Healthy,1692336758935.jpg
data\raw\Fungi\IMG_8135.JPG,Fungi,IMG_8135.JPG
data\raw\Pest\IMG_0304.JPG,Pest,IMG_0304.JPG
data\raw\Healthy\IMG_4812.JPG,Healthy,IMG_4812.JPG
data\raw\Fungi\IMG_9365.JPG,Fungi,IMG_9365.JPG
data\raw\Pest\20230802_115325.jpg,Pest,20230802_115325.jpg
data\raw\Phytopthora\20230802_124605422.jpg,Phytopthora,20230802_124605422.jpg
data\raw\Late_blight\e19d0007-3013-419d-a46a-0b1919f05cc4___RS_LB 4057.JPG,Late_blight,e19d0007-3013-419d-a46a-0b1919f05cc4___RS_LB 4057.JPG
data\raw\Late_blight\e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,Late_blight,e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG
data\raw\Pest\IMG_0221.JPG,Pest,IMG_0221.JPG
data\raw\Virus\IMG_0314 (1).JPG,Virus,IMG_0314 (1).JPG
data\raw\Early_blight\7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,Early_blight,7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG
data\raw\Pest\20230802_110817804.jpg,Pest,20230802_110817804.jpg
data\raw\Late_blight\05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Late_blight,05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG
data\raw\Bacteria\IMG_20230815_122824.jpg,Bacteria,IMG_20230815_122824.jpg
data\raw\Fungi\IMG_0253.JPG,Fungi,IMG_0253.JPG
data\raw\Bacteria\20230816_142440.jpg,Bacteria,20230816_142440.jpg
data\raw\Pest\20230802_105425218.jpg,Pest,20230802_105425218.jpg
data\raw\Bacteria\20230816_140613.jpg,Bacteria,20230816_140613.jpg
data\raw\Early_blight\5f209b64-4a3c-4fd4-9151-83db4125e7fc___RS_Early.B 7284.JPG,Early_blight,5f209b64-4a3c-4fd4-9151-83db4125e7fc___RS_Early.B 7284.JPG
data\raw\Late_blight\81e4675f-5f16-4c8a-be12-acb79f46575e___RS_LB 3111.JPG,Late_blight,81e4675f-5f16-4c8a-be12-acb79f46575e___RS_LB 3111.JPG
data\raw\Healthy\20230922_154242.jpg,Healthy,20230922_154242.jpg
data\raw\Virus\IMG_9528.JPG,Virus,IMG_9528.JPG
data\raw\Healthy\e1b49d1b-165b-4f4e-8a30-735e62bc39c5___RS_HL 1839.JPG,Healthy,e1b49d1b-165b-4f4e-8a30-735e62bc39c5___RS_HL 1839.JPG
data\raw\Early_blight\cfa37804-6d71-45fe-bd88-c899b9534992___RS_Early.B 6673.JPG,Early_blight,cfa37804-6d71-45fe-bd88-c899b9534992___RS_Early.B 6673.JPG
data\raw\Pest\IMG_0855.JPG,Pest,IMG_0855.JPG
data\raw\Early_blight\4f20f0e5-b870-414c-99a0-136575a61ce5___RS_Early.B 6724.JPG,Early_blight,4f20f0e5-b870-414c-99a0-136575a61ce5___RS_Early.B 6724.JPG
data\raw\Fungi\IMG_0279.JPG,Fungi,IMG_0279.JPG
data\raw\Late_blight\1789b0d1-d850-4e04-8a20-bc3901d4ab0a___RS_LB 5251.JPG,Late_blight,1789b0d1-d850-4e04-8a20-bc3901d4ab0a___RS_LB 5251.JPG
data\raw\Healthy\56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL 1869.JPG,Healthy,56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL 1869.JPG
data\raw\Phytopthora\IMG_9538.JPG,Phytopthora,IMG_9538.JPG
data\raw\Bacteria\20230816_142351.jpg,Bacteria,20230816_142351.jpg
data\raw\Fungi\IMG_20230816_114422.jpg,Fungi,IMG_20230816_114422.jpg
data\raw\Late_blight\6148bead-5236-461d-90ca-bc552dc95abc___RS_LB 2983.JPG,Late_blight,6148bead-5236-461d-90ca-bc552dc95abc___RS_LB 2983.JPG
data\raw\Bacteria\IMG_1153.JPG,Bacteria,IMG_1153.JPG
data\raw\Healthy\7e6c8297-dfe1-4826-826e-01d696cc263b___RS_HL 1863.JPG,Healthy,7e6c8297-dfe1-4826-826e-01d696cc263b___RS_HL 1863.JPG
data\raw\Pest\IMG_8141.JPG,Pest,IMG_8141.JPG
data\raw\Late_blight\2f8e6ae7-f6ac-4bab-992b-82e3c51cf476___RS_LB 2743.JPG,Late_blight,2f8e6ae7-f6ac-4bab-992b-82e3c51cf476___RS_LB 2743.JPG
